"","WinTrade","AnnRetTrade","AnnSharpeTrade","MaxDDTrade"
"600000",0.439805825242718,-0.060000513153622,-0.219786116736858,0.936550552193739
"600008",0.431192660550459,-0.512280346929298,-1.35885653648333,0.995219794086442
"600009",0.507853403141361,0.138734484572586,0.521653696250947,0.788270811398734
"600010",0.37328094302554,-0.944020171086803,-2.58801269444107,0.999765629214063
"600011",0.441287878787879,-0.207869814847396,-0.628430680017005,0.951648007976092
"600015",0.461614173228346,-0.0394398937165267,-0.140154661027348,0.920892707678547
"600016",0.411875589066918,-0.226990934949872,-0.892879202505397,0.952627911286327
"600018",0.415525114155251,-0.317308805154062,-0.941693620155406,0.982648172948129
"600019",0.44179651695692,-0.185423235537778,-0.613767720966291,0.98454317019159
"600021",0.458372310570627,-0.139082012052115,-0.376325982566964,0.949137614374826
"600028",0.422660098522167,-0.283736949218286,-1.22417471278744,0.976741343494153
"600029",0.472589792060492,-0.140633439801782,-0.423930407745662,0.979719174527169
"600030",0.468848996832101,0.107916222201329,0.340047119226148,0.792391586358962
"600031",0.467741935483871,9.90370970614798e-05,0.000326867211498707,0.945782133180011
"600036",0.479915433403805,0.0872102961489309,0.369149620087959,0.810058745788311
"600038",0.533143939393939,0.2398700733544,0.66282426714001,0.862501555195341
"600048",0.486725663716814,0.000506454635277922,0.00139767837824908,0.932345339682677
"600050",0.439393939393939,-0.298094566894785,-1.05001364989468,0.978929921099934
"600061",0.513489208633094,0.228516397954671,0.563682322410356,0.849858720961869
"600066",0.520348837209302,1.13718364438399,1.88366567888057,0.740031655667867
"600068",0.488789237668161,-0.122754671828488,-0.353753151105202,0.973145384059226
"600074",0.516444444444444,0.169632918033996,0.416093411093731,0.925105201506671
"600085",0.503099173553719,0.171797047985146,0.559650201294889,0.829632201200813
"600089",0.501535312180143,0.0631748491406246,0.228658680611657,0.840018554448636
"600100",0.525629077353215,0.0816261879302598,0.21930797814562,0.955199221599188
"600104",0.526654411764706,0.510946992290545,1.22912856923259,0.766650540396543
"600109",0.478668054110302,-0.00952430250306754,-0.0277875468480449,0.936085863465499
"600111",0.500469483568075,0.209441759616433,0.59796190956001,0.903623929220699
"600115",0.445972495088409,-0.154749251441025,-0.479622457721402,0.976827923246372
"600118",0.530630630630631,0.118536132091384,0.323667608552074,0.928417203208034
"600153",0.505097312326228,0.425891482911879,1.06125037840134,0.883408540046151
"600157",0.419449901768173,-0.49083077848794,-1.16129989210692,0.998036458097435
"600170",0.421550094517958,-0.659798514426659,-1.73528372113946,0.998440466257506
"600177",0.484405458089669,0.00288091661201536,0.00865341228812127,0.936982449394764
"600188",0.507906976744186,0.208849244869501,0.553075878809622,0.900414451912493
"600196",0.521164021164021,0.168325090156717,0.55850307710449,0.846216638656253
"600208",0.436633663366337,-0.27045447296424,-0.847777654494686,0.987614077834908
"600219",0.426716141001855,-0.427814321108769,-1.33199112196052,0.997536612799476
"600221",0.379860418743769,-0.527312332778956,-1.69548004530333,0.998574598578278
