Date,daxi,daxi_lag1,cac40,hsi,nikkei,sp500,spy,nasdaq,dji,aord,Price
2009-02-19,-48.2001953125,-16.81982421875,-2.239990234375,150.2607421875,-46.5703125,-2.6400146484375,-0.7600021362304688,-12.6800537109375,9.27978515625,-45.300048828125,4212.7099609375
2009-02-20,-107.259765625,-48.2001953125,-75.580078125,-19.9697265625,-127.68994140625,-8.969970703125,-1.6599960327148438,-35.7301025390625,-89.27978515625,-45.300048828125,4164.509765625
2009-02-23,-135.22998046875,-107.259765625,-11.800048828125,397.1396484375,61.8603515625,-5.82000732421875,0.6899948120117188,14.199951171875,-95.8203125,-3.0,4057.25
2009-02-24,15.909912109375,-135.22998046875,-105.25,9.2294921875,1.8798828125,-29.91998291015625,-3.6199951171875,-64.8599853515625,-251.21044921875,-24.10009765625,3922.02001953125
2009-02-25,-55.050048828125,15.909912109375,59.7001953125,25.2197265625,92.7802734375,28.45001220703125,2.19000244140625,42.4599609375,235.60009765625,15.699951171875,3937.929931640625
2009-02-26,24.97021484375,-55.050048828125,-24.280029296875,-175.4697265625,-12.669921875,-5.739990234375,-0.26999664306640625,-3.3299560546875,-78.68994140625,0.599853515625,3882.8798828125
2009-02-27,-90.340087890625,24.97021484375,-26.280029296875,-118.419921875,105.0,-12.92999267578125,-2.1999969482421875,-45.3800048828125,-86.97998046875,0.599853515625,3907.85009765625
2009-03-02,-92.97998046875,-90.340087890625,-76.64013671875,-205.150390625,-174.1298828125,-14.8399658203125,-0.0800018310546875,1.2799072265625,-118.0400390625,-32.800048828125,3817.510009765625
2009-03-03,0.2099609375,-92.97998046875,-41.809814453125,66.8095703125,51.93017578125,-28.75,-1.9199981689453125,-33.280029296875,-293.18994140625,-35.5,3724.530029296875
2009-03-04,139.43994140625,0.2099609375,4.77978515625,450.98046875,144.25,-8.1099853515625,-1.5400009155273438,-20.4100341796875,-38.7900390625,-5.599853515625,3724.739990234375
2009-03-05,-164.849853515625,139.43994140625,61.93017578125,-277.08984375,97.47021484375,14.27001953125,0.5,13.3599853515625,149.33984375,-20.5,3864.179931640625
2009-03-06,-22.260009765625,-164.849853515625,-91.52001953125,-120.30078125,-155.18994140625,-25.72003173828125,-1.2999954223632812,-32.7900390625,-279.56982421875,-20.5,3699.330078125
2009-03-09,39.219970703125,-22.260009765625,-13.31005859375,-527.8798828125,-105.10009765625,-0.65997314453125,-0.48000335693359375,-16.739990234375,31.77978515625,27.199951171875,3677.070068359375
2009-03-10,150.449951171875,39.219970703125,-33.56005859375,151.169921875,-4.7900390625,-4.22998046875,0.160003662109375,-16.199951171875,-78.6904296875,27.7001953125,3716.2900390625
2009-03-11,23.489990234375,150.449951171875,137.510009765625,-297.5595703125,210.72998046875,40.3199462890625,2.6599960327148438,69.330078125,379.48046875,-17.10009765625,3866.739990234375
2009-03-12,97.820068359375,23.489990234375,-16.5,96.060546875,-122.2001953125,1.76995849609375,-0.3600006103515625,6.8399658203125,7.27001953125,87.199951171875,3890.22998046875
2009-03-13,2.780029296875,97.820068359375,103.969970703125,130.6201171875,268.15966796875,29.8499755859375,2.8799972534179688,58.3199462890625,237.669921875,87.199951171875,3988.050048828125
2009-03-16,50.0,2.780029296875,17.130126953125,318.83984375,73.94970703125,4.58001708984375,0.07999420166015625,4.469970703125,56.6298828125,93.2998046875,3990.830078125
2009-03-17,-16.650146484375,50.0,2.47998046875,-70.759765625,181.7900390625,-4.95001220703125,-1.0999984741210938,-41.25,-8.35986328125,-9.400146484375,4040.830078125
2009-03-18,-10.489990234375,-16.650146484375,41.119873046875,64.2197265625,-34.68994140625,24.239990234375,2.1100006103515625,52.43994140625,177.7001953125,22.800048828125,4024.179931640625
2009-03-19,-7.219970703125,-10.489990234375,-20.2099609375,-74.25,-71.97021484375,18.3399658203125,2.1200027465820312,36.780029296875,90.8798828125,-27.5,4013.68994140625
2009-03-20,102.809814453125,-7.219970703125,-36.199951171875,-324.390625,-71.97021484375,-13.8800048828125,-1.9899978637695312,-25.580078125,-88.88037109375,-27.5,4006.469970703125
2009-03-23,92.21044921875,102.809814453125,97.0400390625,445.8701171875,272.39013671875,-16.0400390625,-2.0500030517578125,-30.8800048828125,-123.93017578125,9.10009765625,4109.27978515625
2009-03-24,-26.16015625,92.21044921875,69.340087890625,137.169921875,153.6201171875,50.6099853515625,3.4800033569335938,64.510009765625,496.60986328125,28.89990234375,4201.490234375
2009-03-25,51.64013671875,-26.16015625,-61.35009765625,-132.6591796875,-19.7001953125,-14.47998046875,-0.6399993896484375,-19.1600341796875,-113.5,38.199951171875,4175.330078125
2009-03-26,24.8896484375,51.64013671875,46.169921875,287.7001953125,206.1103515625,7.07000732421875,0.21999359130859375,1.3599853515625,90.0,20.300048828125,4226.97021484375
2009-03-27,-76.44970703125,24.8896484375,-9.510009765625,-138.0595703125,-84.75,18.79998779296875,0.8600006103515625,37.5999755859375,172.2001953125,20.300048828125,4251.85986328125
2009-03-30,-167.750244140625,-76.44970703125,-102.0498046875,-436.8203125,-385.76953125,-12.739990234375,-0.44000244140625,-18.9200439453125,-146.3896484375,-6.800048828125,4175.41015625
2009-03-31,67.130126953125,-167.750244140625,-41.97021484375,30.6591796875,-89.89990234375,-21.53997802734375,-1.0100021362304688,-14.989990234375,-251.2900390625,-6.300048828125,4007.659912109375
2009-04-01,98.830078125,67.130126953125,46.190185546875,-226.6396484375,178.55029296875,6.989990234375,-0.04000091552734375,9.8900146484375,85.14990234375,82.699951171875,4074.7900390625
2009-04-02,179.83984375,98.830078125,104.079833984375,558.6298828125,266.0498046875,17.489990234375,2.529998779296875,46.72998046875,155.47021484375,30.60009765625,4173.6201171875
2009-04-03,68.25,179.83984375,76.2001953125,-1.8291015625,-64.259765625,19.8499755859375,0.34999847412109375,22.6600341796875,214.08984375,30.60009765625,4353.4599609375
2009-04-06,-62.5,68.25,20.2099609375,77.2001953125,1.08984375,7.3699951171875,0.7700042724609375,12.8199462890625,36.9599609375,23.39990234375,4421.7099609375
2009-04-07,-72.73974609375,-62.5,-56.920166015625,6.8798828125,-5.810546875,-4.27001953125,0.26000213623046875,4.469970703125,-40.31005859375,-36.300048828125,4359.2099609375
2009-04-08,110.58984375,-72.73974609375,-80.93994140625,-240.83984375,-151.720703125,-18.57000732421875,-0.5999984741210938,-23.969970703125,-179.35986328125,-68.0,4286.47021484375
2009-04-09,91.9599609375,110.58984375,94.72998046875,214.9296875,250.8994140625,8.39996337890625,0.470001220703125,13.72998046875,48.4296875,43.39990234375,4397.06005859375
2009-04-14,38.64013671875,91.9599609375,44.5,278.0205078125,-113.220703125,3.39996337890625,0.910003662109375,11.7000732421875,-24.2099609375,58.099853515625,4489.02001953125
2009-04-15,42.6796875,38.64013671875,-30.679931640625,325.0302734375,-34.7197265625,-15.3800048828125,-0.6800003051757812,-11.780029296875,-137.22998046875,2.199951171875,4527.66015625
2009-04-16,51.93994140625,42.6796875,43.1298828125,-345.830078125,-93.169921875,12.6199951171875,1.410003662109375,13.239990234375,114.7001953125,26.5,4570.33984375
2009-04-17,33.56005859375,51.93994140625,41.739990234375,-355.1904296875,53.25,10.760009765625,0.5699996948242188,24.919921875,96.2900390625,-6.5,4622.27978515625
2009-04-20,-167.2099609375,33.56005859375,32.510009765625,176.58984375,25.16015625,4.41998291015625,0.25,7.469970703125,5.89990234375,-6.5,4655.83984375
2009-04-21,20.14990234375,-167.2099609375,-117.159912109375,220.2998046875,-90.759765625,-35.8800048828125,-2.1100006103515625,-33.1400146484375,-287.2099609375,-62.7998046875,4488.6298828125
2009-04-22,56.66015625,20.14990234375,10.580078125,-450.3798828125,-50.23046875,18.83001708984375,2.2399978637695312,44.8199462890625,127.830078125,-16.199951171875,4508.77978515625
2009-04-23,-20.18994140625,56.66015625,21.530029296875,256.2197265625,70.0693359375,-3.71002197265625,0.25,15.97998046875,-78.2099609375,61.300048828125,4565.43994140625
2009-04-24,80.16015625,-20.18994140625,26.059814453125,41.4794921875,-124.109375,7.29998779296875,0.660003662109375,0.739990234375,70.25,-28.800048828125,4545.25
2009-04-27,34.39990234375,80.16015625,21.14013671875,-320.2705078125,-57.0,12.32000732421875,0.6300048828125,27.8599853515625,118.83984375,10.300048828125,4625.41015625
2009-04-28,-42.80029296875,34.39990234375,1.349853515625,-502.1396484375,-184.5107421875,-5.30999755859375,0.15999603271484375,6.5400390625,-48.81982421875,-15.60009765625,4659.81005859375
2009-04-29,115.89013671875,-42.80029296875,28.7001953125,189.0302734375,-184.5107421875,0.67999267578125,0.5999984741210938,5.550048828125,-6.60986328125,1.89990234375,4617.009765625
2009-04-30,57.1298828125,115.89013671875,69.06982421875,151.8798828125,212.8095703125,16.7900390625,0.8700027465820312,23.2799072265625,167.419921875,82.699951171875,4732.89990234375
2009-05-04,107.3701171875,57.1298828125,37.840087890625,511.76953125,212.8095703125,4.780029296875,0.4499969482421875,-0.090087890625,45.0,97.800048828125,4790.02978515625
2009-05-05,-48.4599609375,107.3701171875,63.360107421875,-141.919921875,212.8095703125,28.02996826171875,2.3299942016601562,29.85009765625,213.140625,-0.800048828125,4897.39990234375
2009-05-06,49.60009765625,-48.4599609375,-22.830078125,485.810546875,212.8095703125,-2.29998779296875,0.0,-3.1400146484375,-14.8994140625,-22.099853515625,4848.93994140625
2009-05-07,-47.02001953125,49.60009765625,88.9599609375,-60.419921875,283.3505859375,15.58001708984375,0.45999908447265625,-9.5899658203125,108.7998046875,50.900146484375,4898.5400390625
2009-05-08,55.77001953125,-47.02001953125,-28.10009765625,240.55859375,81.4296875,-12.19000244140625,-2.1500015258789062,-55.8599853515625,-102.4306640625,24.60009765625,4851.52001953125
2009-05-11,-70.2998046875,55.77001953125,31.0,-293.05078125,-8.7392578125,20.199951171875,0.9500045776367188,5.5,163.919921875,-10.89990234375,4907.2900390625
2009-05-12,27.6796875,-70.2998046875,-103.179931640625,157.4296875,-59.6396484375,-13.75,-0.45999908447265625,17.5899658203125,-150.4609375,-36.89990234375,4836.990234375
2009-05-13,-136.98974609375,27.6796875,31.780029296875,-38.201171875,34.7001953125,-2.1700439453125,-0.6599960327148438,-26.93994140625,49.9404296875,-21.60009765625,4864.669921875
2009-05-14,29.6396484375,-136.98974609375,-104.93994140625,-88.640625,-118.5693359375,-21.48004150390625,-1.05999755859375,-32.610107421875,-176.91015625,-103.099853515625,4727.68017578125
2009-05-15,-54.509765625,29.6396484375,42.97998046875,-28.111328125,114.8095703125,8.83001708984375,0.720001220703125,16.72998046875,45.400390625,31.2998046875,4757.31982421875
2009-05-18,172.02978515625,-54.509765625,-44.169921875,554.19921875,-128.359375,-9.8800048828125,-0.660003662109375,-7.3499755859375,-57.580078125,-28.89990234375,4702.81005859375
2009-05-19,79.51025390625,172.02978515625,129.179931640625,89.798828125,117.73046875,23.6400146484375,1.6800003051757812,35.5400390625,233.9296875,58.2001953125,4874.83984375
2009-05-20,43.14013671875,79.51025390625,-1.93994140625,-10.55078125,-28.080078125,-1.53997802734375,-0.05999755859375,7.5400390625,-27.630859375,0.699951171875,4954.35009765625
2009-05-21,-92.8203125,43.14013671875,-1.0400390625,-91.94921875,-16.19921875,-5.1500244140625,-1.4399948120117188,-15.760009765625,-49.7802734375,-3.900146484375,4997.490234375
2009-05-22,31.3701171875,-92.8203125,-27.5,-107.05078125,69.669921875,-12.0899658203125,-0.25,-14.5799560546875,-123.9404296875,-33.5,4904.669921875
2009-05-25,-44.75,31.3701171875,1.39990234375,122.76953125,101.0498046875,-12.0899658203125,-0.25,-14.5799560546875,-123.9404296875,-22.0,4936.0400390625
2009-05-26,111.0498046875,-44.75,-19.260009765625,-58.779296875,-53.41015625,-1.67999267578125,-0.44000244140625,-10.050048828125,-14.8896484375,47.5,4891.2900390625
2009-05-27,-43.68994140625,111.0498046875,65.9599609375,489.66015625,12.1494140625,23.33001708984375,2.94000244140625,72.7100830078125,196.169921875,4.400146484375,5002.33984375
2009-05-28,6.26025390625,-43.68994140625,-31.869873046875,489.66015625,98.0595703125,-16.8900146484375,-1.7700042724609375,-14.4801025390625,-173.630859375,-25.60009765625,4958.64990234375
2009-05-29,27.18994140625,6.26025390625,56.3798828125,143.0703125,44.2900390625,13.8699951171875,0.45999908447265625,7.56005859375,103.2998046875,59.10009765625,4964.91015625
2009-06-01,124.27978515625,27.18994140625,32.949951171875,388.669921875,160.259765625,12.1199951171875,1.1100006103515625,18.0699462890625,96.2900390625,74.699951171875,4992.10009765625
2009-06-02,33.64013671875,124.27978515625,7.18017578125,-527.529296875,-70.240234375,19.6099853515625,1.0999984741210938,32.590087890625,219.91015625,45.0,5116.3798828125
2009-06-03,-90.22021484375,33.64013671875,41.31982421875,-40.46875,17.849609375,1.8699951171875,0.4499969482421875,15.580078125,19.2705078125,61.60009765625,5150.02001953125
2009-06-04,32.8203125,-90.22021484375,-70.969970703125,84.869140625,-21.9697265625,-10.75,-0.3899993896484375,0.320068359375,-64.830078125,-76.800048828125,5059.7998046875
2009-06-05,-31.89990234375,32.8203125,21.820068359375,5.048828125,15.5,9.97003173828125,0.529998779296875,20.1800537109375,74.9599609375,36.5,5092.6201171875
2009-06-08,-42.31005859375,-31.89990234375,-11.169921875,-268.3984375,36.349609375,-5.5799560546875,-0.9399948120117188,-14.5999755859375,11.3798828125,36.5,5060.72021484375
2009-06-09,29.11962890625,-42.31005859375,-12.900146484375,-392.150390625,-37.349609375,1.02001953125,0.32000732421875,5.530029296875,5.140625,-25.699951171875,5018.41015625
2009-06-10,-7.5595703125,29.11962890625,24.10009765625,445.75,157.8505859375,2.08001708984375,-0.0500030517578125,9.6500244140625,-1.7705078125,68.5,5047.52978515625
2009-06-11,58.03955078125,-7.5595703125,-37.699951171875,212.138671875,-11.650390625,-3.5799560546875,-1.0800018310546875,-18.9300537109375,-24.640625,33.699951171875,5039.97021484375
2009-06-12,-46.65966796875,58.03955078125,30.050048828125,-145.109375,47.6103515625,5.85003662109375,0.23999786376953125,7.6199951171875,34.689453125,14.800048828125,5098.009765625
2009-06-15,-151.5400390625,-46.65966796875,-22.5400390625,-213.099609375,-86.8798828125,2.77001953125,0.6800003051757812,6.3699951171875,29.25,-20.0,5051.35009765625
2009-06-16,-16.75,-151.5400390625,-84.2900390625,-70.470703125,-161.5205078125,-18.73004150390625,-1.05999755859375,-21.5599365234375,-186.3701171875,-56.60009765625,4899.81005859375
2009-06-17,-72.7099609375,-16.75,-21.919921875,99.76953125,135.119140625,-13.6300048828125,-1.5900039672851562,-29.0198974609375,-107.7705078125,-37.699951171875,4883.06005859375
2009-06-18,34.4697265625,-72.7099609375,-29.480224609375,-179.01953125,-74.6298828125,-1.17999267578125,-0.04999542236328125,8.840087890625,-7.1806640625,-10.0,4810.35009765625
2009-06-19,-7.5400390625,34.4697265625,22.97021484375,-15.400390625,28.41015625,7.510009765625,0.529998779296875,-1.320068359375,58.869140625,0.199951171875,4844.81982421875
2009-06-22,-156.93994140625,-7.5400390625,25.309814453125,153.16015625,38.19921875,1.26995849609375,-0.5400009155273438,2.47998046875,-17.2294921875,8.699951171875,4837.27978515625
2009-06-23,48.43994140625,-156.93994140625,-123.77001953125,-39.361328125,-146.1494140625,-25.09002685546875,-1.8600006103515625,-43.340087890625,-199.509765625,-91.199951171875,4680.33984375
2009-06-24,109.26025390625,48.43994140625,39.380126953125,308.80078125,-6.4599609375,1.63995361328125,-0.12000274658203125,-6.5,-17.5302734375,4.800048828125,4728.77978515625
2009-06-25,-19.85009765625,109.26025390625,41.949951171875,134.869140625,167.900390625,4.6300048828125,-0.04000091552734375,11.4599609375,-23.6494140625,42.39990234375,4838.0400390625
2009-06-26,-50.080078125,-19.85009765625,2.419921875,191.890625,24.4697265625,20.80999755859375,2.410003662109375,46.35009765625,173.150390625,40.89990234375,4818.18994140625
2009-06-29,129.35009765625,-50.080078125,-58.599853515625,-32.599609375,-82.810546875,0.05999755859375,0.06999969482421875,19.0599365234375,-30.150390625,-13.60009765625,4768.10986328125
2009-06-30,-76.85009765625,129.35009765625,85.429931640625,-504.509765625,61.880859375,7.3699951171875,0.589996337890625,1.9700927734375,89.25,53.199951171875,4897.4599609375
2009-07-01,70.39013671875,-76.85009765625,-44.43994140625,-504.509765625,50.58984375,-7.83001708984375,-0.7700042724609375,-10.429931640625,-81.9296875,-62.099853515625,4820.60986328125
2009-07-02,-153.0,70.39013671875,37.219970703125,-602.91015625,-117.619140625,2.510009765625,-0.0099945068359375,-0.4000244140625,56.529296875,-8.699951171875,4891.0
2009-07-03,-68.33984375,-153.0,-74.0400390625,242.220703125,64.3798828125,2.510009765625,-0.0099945068359375,-0.4000244140625,56.529296875,-32.2998046875,4738.0
2009-07-06,-6.2900390625,-68.33984375,-37.510009765625,-40.689453125,-57.6201171875,-24.82000732421875,-1.3199996948242188,-27.169921875,-222.259765625,-36.0,4669.66015625
2009-07-07,-68.5,-6.2900390625,9.080078125,-81.220703125,-65.830078125,4.449951171875,0.8600006103515625,3.9000244140625,44.1298828125,-10.800048828125,4663.3701171875
2009-07-08,5.2998046875,-68.5,-66.419921875,68.08984375,-128.0595703125,-17.5699462890625,-1.6500015258789062,-41.2698974609375,-161.35009765625,13.199951171875,4594.8701171875
2009-07-09,12.9501953125,5.2998046875,-4.480224609375,-3.01953125,-51.2705078125,-2.34002685546875,-0.589996337890625,-8.8299560546875,14.81005859375,-2.900146484375,4600.169921875
2009-07-10,-48.18017578125,12.9501953125,-16.849853515625,-91.630859375,-51.4794921875,1.39996337890625,-0.44000244140625,-4.419921875,4.16015625,29.10009765625,4613.1201171875
2009-07-13,169.26025390625,-48.18017578125,-36.199951171875,-357.818359375,-191.7998046875,-0.9000244140625,0.26000213623046875,11.4200439453125,-35.97021484375,-49.199951171875,4564.93994140625
2009-07-14,65.0498046875,169.26025390625,92.64990234375,254.060546875,88.669921875,21.47998046875,1.7900009155273438,32.179931640625,185.15966796875,102.60009765625,4734.2001953125
2009-07-15,121.52001953125,65.0498046875,37.969970703125,216.0703125,-38.2001953125,5.07000732421875,0.23000335693359375,9.030029296875,28.1201171875,54.89990234375,4799.25
2009-07-16,59.23974609375,121.52001953125,63.52001953125,-327.0,-49.8203125,22.52996826171875,1.4500045776367188,35.2900390625,252.259765625,51.60009765625,4920.77001953125
2009-07-17,34.490234375,59.23974609375,53.39013671875,253.75,-18.5400390625,10.57000732421875,0.1100006103515625,28.97998046875,99.16015625,-0.5,4980.009765625
2009-07-20,26.68994140625,34.490234375,30.289794921875,497.1796875,-18.5400390625,-0.17999267578125,0.06999969482421875,6.2999267578125,32.05078125,46.0,5014.5
2009-07-21,57.64990234375,26.68994140625,24.820068359375,-100.12890625,139.5,9.05999755859375,0.4499969482421875,12.300048828125,102.1005859375,-4.5,5041.18994140625
2009-07-22,30.38037109375,57.64990234375,32.02001953125,-312.25,80.3701171875,2.61004638671875,-0.3000030517578125,-1.1900634765625,67.7900390625,16.599853515625,5098.83984375
2009-07-23,104.6298828125,30.38037109375,6.550048828125,385.779296875,80.8408203125,0.66998291015625,0.5900039672851562,17.550048828125,-31.1298828125,11.60009765625,5129.22021484375
2009-07-24,43.8701171875,104.6298828125,42.1298828125,-81.140625,35.1494140625,22.219970703125,2.0500030517578125,48.6400146484375,186.98046875,9.099853515625,5233.85009765625
2009-07-27,-15.8203125,43.8701171875,47.489990234375,80.888671875,67.7900390625,7.10003662109375,0.8600006103515625,22.72998046875,27.1298828125,42.89990234375,5277.72021484375
2009-07-28,-93.009765625,-15.8203125,-30.22998046875,362.599609375,-29.6298828125,3.54998779296875,0.470001220703125,3.27001953125,15.419921875,25.2998046875,5261.89990234375
2009-07-29,124.65966796875,-93.009765625,-52.719970703125,-269.009765625,77.330078125,-1.8599853515625,0.2299957275390625,18.25,-10.2001953125,-13.7001953125,5168.89013671875
2009-07-30,55.59033203125,124.65966796875,75.179931640625,83.8203125,9.5,-2.50994873046875,0.20999908447265625,2.4400634765625,-21.6201171875,51.2998046875,5293.5498046875
2009-07-31,-18.27001953125,55.59033203125,26.47021484375,27.259765625,81.6904296875,10.739990234375,-0.160003662109375,-1.909912109375,81.6201171875,33.7998046875,5349.14013671875
2009-08-03,87.9599609375,-18.27001953125,3.58984375,224.580078125,-2.7607421875,0.67999267578125,0.15999603271484375,-2.219970703125,17.0,19.0,5330.8701171875
2009-08-04,-12.4501953125,87.9599609375,54.0400390625,-400.3203125,-63.390625,12.4100341796875,0.5900039672851562,10.260009765625,112.9091796875,19.0,5418.830078125
2009-08-05,-16.7998046875,-12.4501953125,-5.7900390625,-285.0,-152.51953125,4.24005126953125,0.7099990844726562,14.9300537109375,35.140625,-52.39990234375,5406.3798828125
2009-08-06,-23.2001953125,-16.7998046875,7.43994140625,414.900390625,122.080078125,-2.69000244140625,-0.35999298095703125,-21.39990234375,-34.390625,52.5,5389.580078125
2009-08-07,85.41015625,-23.2001953125,-15.419921875,-332.75,46.3798828125,-6.97998046875,-0.9800033569335938,-26.0499267578125,-20.9306640625,-18.5,5366.3798828125
2009-08-10,-28.6298828125,85.41015625,37.27001953125,171.0,-6.3603515625,10.64996337890625,0.2599945068359375,3.25,111.6201171875,-5.19970703125,5451.7900390625
2009-08-11,-139.75,-28.6298828125,6.77001953125,299.240234375,70.7197265625,-1.7900390625,0.25,0.800048828125,-30.4599609375,30.39990234375,5423.16015625
2009-08-12,74.35986328125,-139.75,-55.889892578125,-290.66015625,-51.3603515625,-11.4200439453125,-0.80999755859375,-15.330078125,-92.8798828125,21.2998046875,5283.41015625
2009-08-13,45.22021484375,74.35986328125,55.31982421875,93.44140625,9.1005859375,11.80999755859375,1.2400054931640625,27.77001953125,125.55078125,82.60009765625,5357.77001953125
2009-08-14,-106.66015625,45.22021484375,24.199951171875,-130.630859375,46.0,6.8699951171875,0.30999755859375,0.0799560546875,35.900390625,17.80029296875,5402.990234375
2009-08-17,-78.240234375,-106.66015625,-63.0,-329.650390625,-252.4091796875,-8.13995361328125,-0.7299957275390625,-20.27001953125,-76.6396484375,-58.2998046875,5296.330078125
2009-08-18,-7.61962890625,-78.240234375,-36.639892578125,180.71875,76.83984375,-18.45001220703125,-0.5400009155273438,-18.3900146484375,-178.509765625,-0.5,5218.08984375
2009-08-19,51.18994140625,-7.61962890625,-10.81005859375,-240.859375,-65.9697265625,9.04998779296875,0.55999755859375,15.3699951171875,83.580078125,1.5,5210.47021484375
