Date,High,Low,Open,Close,Volume,Adj Close
2002-01-02,387.3089904785156,381.0249938964844,387.3089904785156,383.4580078125,1941400.0,383.4466247558594
2002-01-03,383.4580078125,377.7030029296875,383.4580078125,381.5119934082031,1432500.0,381.50067138671875
2002-01-04,388.2829895019531,383.0639953613281,383.0639953613281,385.20098876953125,3742400.0,385.1895446777344
2002-01-07,388.7239990234375,384.4100036621094,385.77099609375,388.7239990234375,4006400.0,388.7124328613281
2002-01-08,391.44500732421875,386.41900634765625,388.0989990234375,387.6940002441406,4142200.0,387.6824951171875
2002-01-09,391.49798583984375,387.3429870605469,387.7200012207031,391.49798583984375,4170100.0,391.4863586425781
2002-01-10,402.0690002441406,391.5329895019531,391.76800537109375,402.0690002441406,4924300.0,402.05706787109375
2002-01-11,417.4800109863281,403.79901123046875,403.79901123046875,411.7749938964844,10567200.0,411.7627868652344
2002-01-14,416.4849853515625,410.4540100097656,413.7560119628906,415.8370056152344,4600800.0,415.8246765136719
2002-01-15,421.9150085449219,416.4849853515625,416.4849853515625,421.2539978027344,7771500.0,421.24151611328125
2002-01-16,432.58099365234375,421.57501220703125,422.0150146484375,423.5849914550781,11699000.0,423.5724182128906
2002-01-17,425.0419921875,417.8800048828125,422.54998779296875,425.0419921875,3511200.0,425.0293884277344
2002-01-18,429.6510009765625,425.1090087890625,425.1090087890625,426.4110107421875,3981000.0,426.3983459472656
2002-01-21,429.0320129394531,425.34100341796875,426.62200927734375,426.1510009765625,3178100.0,426.13836669921875
2002-01-22,428.83599853515625,424.8909912109375,425.77899169921875,428.47198486328125,2582700.0,428.45928955078125
2002-01-23,433.9750061035156,428.7770080566406,428.9859924316406,433.9750061035156,5566400.0,433.9621276855469
2002-01-24,448.6300048828125,435.1000061035156,435.1000061035156,445.8559875488281,10365400.0,445.8427429199219
2002-01-25,453.43798828125,446.5690002441406,446.5690002441406,452.4590148925781,6705200.0,452.4455871582031
2002-01-28,452.4590148925781,440.78399658203125,452.4590148925781,441.5669860839844,7251000.0,441.55389404296875
2002-01-29,448.6260070800781,440.98699951171875,440.98699951171875,446.8399963378906,4614900.0,446.8267517089844
2002-01-30,446.44000244140625,441.8760070800781,446.44000244140625,444.42401123046875,3069900.0,444.41082763671875
2002-01-31,451.635986328125,444.52398681640625,444.52398681640625,451.635986328125,6268200.0,451.6225891113281
2002-02-01,455.9429931640625,450.9570007324219,453.1730041503906,454.2820129394531,9846100.0,454.2685546875
2002-02-04,453.9119873046875,449.4739990234375,453.9119873046875,451.1719970703125,2713900.0,451.1585998535156
2002-02-05,453.5069885253906,449.2439880371094,451.2149963378906,450.489990234375,4117600.0,450.47662353515625
2002-02-06,452.2300109863281,441.8190002441406,450.9599914550781,446.2099914550781,6017300.0,446.1967468261719
2002-02-07,446.364990234375,431.02899169921875,446.364990234375,433.1700134277344,6153100.0,433.15716552734375
2002-02-08,437.739990234375,428.906005859375,431.5849914550781,436.9800109863281,3844900.0,436.967041015625
2002-02-11,439.0190124511719,434.68499755859375,437.78900146484375,438.84698486328125,2488800.0,438.8339538574219
2002-02-13,438.91900634765625,435.6289978027344,438.91900634765625,436.78900146484375,2834600.0,436.7760314941406
2002-02-14,439.9519958496094,437.06201171875,437.2749938964844,439.4020080566406,5957800.0,439.38897705078125
2002-02-15,449.3810119628906,438.94000244140625,439.3970031738281,449.3810119628906,6319500.0,449.36767578125
