Date,High,Low,Open,Close,Volume,Adj Close
2010-09-17,9322.7890625,9322.7890625,9322.7890625,9322.7890625,0.0,9322.7890625
2010-09-20,9462.7421875,9462.7421875,9462.7421875,9462.7421875,0.0,9462.7421875
2010-09-21,9441.2431640625,9441.2431640625,9441.2431640625,9441.2431640625,0.0,9441.2431640625
2010-09-22,9404.41015625,9404.41015625,9404.41015625,9404.41015625,0.0,9404.41015625
2010-09-23,9366.033203125,9366.033203125,9366.033203125,9366.033203125,0.0,9366.033203125
2010-09-24,9459.3369140625,9459.3369140625,9459.3369140625,9459.3369140625,0.0,9459.3369140625
2010-09-27,9423.9541015625,9423.9541015625,9423.9541015625,9423.9541015625,0.0,9423.9541015625
2010-09-28,9425.134765625,9425.134765625,9425.134765625,9425.134765625,0.0,9425.134765625
2010-09-29,9409.8759765625,9409.8759765625,9409.8759765625,9409.8759765625,0.0,9409.8759765625
2010-09-30,9389.6328125,9389.6328125,9389.6328125,9389.6328125,0.0,9389.6328125
2010-10-01,9434.013671875,9434.013671875,9434.013671875,9434.013671875,0.0,9434.013671875
2010-10-04,9396.90234375,9396.90234375,9396.90234375,9396.90234375,0.0,9396.90234375
2010-10-05,9527.73046875,9527.73046875,9527.73046875,9527.73046875,0.0,9527.73046875
2010-10-06,9592.0009765625,9592.0009765625,9592.0009765625,9592.0009765625,0.0,9592.0009765625
2010-10-07,9567.81640625,9567.81640625,9567.81640625,9567.81640625,0.0,9567.81640625
2010-10-08,9559.4423828125,9559.4423828125,9559.4423828125,9559.4423828125,0.0,9559.4423828125
2010-10-11,9578.9638671875,9578.9638671875,9578.9638671875,9578.9638671875,0.0,9578.9638671875
2010-10-12,9577.5302734375,9577.5302734375,9577.5302734375,9577.5302734375,0.0,9577.5302734375
2010-10-13,9707.9970703125,9707.9970703125,9707.9970703125,9707.9970703125,0.0,9707.9970703125
2010-10-14,9679.205078125,9679.205078125,9679.205078125,9679.205078125,0.0,9679.205078125
2010-10-15,9623.462890625,9623.462890625,9623.462890625,9623.462890625,0.0,9623.462890625
2010-10-18,9708.4716796875,9708.4716796875,9708.4716796875,9708.4716796875,0.0,9708.4716796875
2010-10-19,9637.19921875,9637.19921875,9637.19921875,9637.19921875,0.0,9637.19921875
