Date,High,Low,Open,Close,Volume,Adj Close
2002-01-02,6244.2099609375,6244.2099609375,6244.2099609375,6244.2099609375,1171000000,6244.2099609375
2002-01-03,6266.31005859375,6266.31005859375,6266.31005859375,6266.31005859375,1398900000,6266.31005859375
2002-01-04,6307.97021484375,6307.97021484375,6307.97021484375,6307.97021484375,1513000000,6307.97021484375
2002-01-07,6271.81005859375,6271.81005859375,6271.81005859375,6271.81005859375,1308300000,6271.81005859375
2002-01-08,6235.43017578125,6235.43017578125,6235.43017578125,6235.43017578125,1258800000,6235.43017578125
2002-01-09,6207.41015625,6207.41015625,6207.41015625,6207.41015625,1452000000,6207.41015625
2002-01-10,6210.89990234375,6210.89990234375,6210.89990234375,6210.89990234375,1299000000,6210.89990234375
2002-01-11,6161.0,6161.0,6161.0,6161.0,1211900000,6161.0
2002-01-14,6122.60986328125,6122.60986328125,6122.60986328125,6122.60986328125,1286400000,6122.60986328125
2002-01-15,6160.56982421875,6160.56982421875,6160.56982421875,6160.56982421875,1386900000,6160.56982421875
2002-01-16,6081.58984375,6081.58984375,6081.58984375,6081.58984375,1482500000,6081.58984375
2002-01-17,6124.93994140625,6124.93994140625,6124.93994140625,6124.93994140625,1380100000,6124.93994140625
2002-01-18,6092.47998046875,6092.47998046875,6092.47998046875,6092.47998046875,1333300000,6092.47998046875
2002-01-22,6072.18017578125,6072.18017578125,6072.18017578125,6072.18017578125,1311600000,6072.18017578125
2002-01-23,6107.60009765625,6107.60009765625,6107.60009765625,6107.60009765625,1479200000,6107.60009765625
2002-01-24,6121.33984375,6121.33984375,6121.33984375,6121.33984375,1552800000,6121.33984375
2002-01-25,6133.81982421875,6133.81982421875,6133.81982421875,6133.81982421875,1345100000,6133.81982421875
2002-01-28,6128.85009765625,6128.85009765625,6128.85009765625,6128.85009765625,1186800000,6128.85009765625
2002-01-29,5973.419921875,5973.419921875,5973.419921875,5973.419921875,1812000000,5973.419921875
2002-01-30,6032.740234375,6032.740234375,6032.740234375,6032.740234375,2019600000,6032.740234375
2002-01-31,6116.89990234375,6116.89990234375,6116.89990234375,6116.89990234375,1557000000,6116.89990234375
2002-02-01,6087.93017578125,6087.93017578125,6087.93017578125,6087.93017578125,1367200000,6087.93017578125
2002-02-04,5949.2001953125,5949.2001953125,5949.2001953125,5949.2001953125,1437600000,5949.2001953125
2002-02-05,5927.6298828125,5927.6298828125,5927.6298828125,5927.6298828125,1778300000,5927.6298828125
2002-02-06,5898.1298828125,5898.1298828125,5898.1298828125,5898.1298828125,1665800000,5898.1298828125
2002-02-07,5894.75,5894.75,5894.75,5894.75,1441600000,5894.75
2002-02-08,5977.75,5977.75,5977.75,5977.75,1371900000,5977.75
2002-02-11,6055.35986328125,6055.35986328125,6055.35986328125,6055.35986328125,1159400000,6055.35986328125
2002-02-12,6042.68017578125,6042.68017578125,6042.68017578125,6042.68017578125,1094200000,6042.68017578125
2002-02-13,6091.419921875,6091.419921875,6091.419921875,6091.419921875,1215900000,6091.419921875
2002-02-14,6086.8701171875,6086.8701171875,6086.8701171875,6086.8701171875,1272500000,6086.8701171875
2002-02-15,6040.240234375,6040.240234375,6040.240234375,6040.240234375,1359200000,6040.240234375
2002-02-19,5943.27978515625,5943.27978515625,5943.27978515625,5943.27978515625,1189900000,5943.27978515625
2002-02-20,6017.93017578125,6017.93017578125,6017.93017578125,6017.93017578125,1438900000,6017.93017578125
2002-02-21,5959.14013671875,5959.14013671875,5959.14013671875,5959.14013671875,1381600000,5959.14013671875
2002-02-22,6008.83984375,6008.83984375,6008.83984375,6008.83984375,1411000000,6008.83984375
2002-02-25,6094.27978515625,6094.27978515625,6094.27978515625,6094.27978515625,1367400000,6094.27978515625
2002-02-26,6104.64013671875,6104.64013671875,6104.64013671875,6104.64013671875,1309200000,6104.64013671875
2002-02-27,6124.2998046875,6124.2998046875,6124.2998046875,6124.2998046875,1393800000,6124.2998046875
2002-02-28,6117.9599609375,6117.9599609375,6117.9599609375,6117.9599609375,1392200000,6117.9599609375
