"","WinTrade","AnnRetTrade","AnnSharpeTrade","MaxDDTrade"
"MAT",0.559139784946237,0.206683550678623,0.945903530970598,0.49097883573328
"MSI",0.591794871794872,0.323493270366278,1.95381926153004,0.279054874973853
"XL",0.590772316950853,0.315750551826338,1.90741302923478,0.218105770173255
"EW",0.568965517241379,0.248100553022334,1.03109366262593,0.539831004678325
"AMZN",0.596602972399151,0.392231810400431,1.80245601074821,0.236941655792967
"NWL",0.557199211045365,0.169255520142466,0.770463141507033,0.452776363065909
"ROP",0.605817452357071,0.310240918288016,2.00323571486268,0.209475677005762
"HCP",0.573402417962003,0.189325341116897,1.00495256711747,0.465874854167289
"BMY",0.550651955867603,0.0808942171356169,0.483984309373456,0.477817456600577
"NFLX",0.570239334027055,0.519868792885206,1.49561220620753,0.614834780933515
"EMN",0.597061909758657,0.33209323222767,1.72182852529093,0.231728538776601
"IP",0.581589958158996,0.335776511394782,1.64341338970681,0.325793275033247
"AMGN",0.592513368983957,0.3245752053925,1.96937263219813,0.137687522095884
"HCN",0.607385811467444,0.169703972244271,1.1157559017645,0.288078725300722
"REGN",0.545741324921136,0.484980848014952,1.58851756962904,0.61302263843592
"DHR",0.565126050420168,0.197599933349448,1.42478372082603,0.240982929806764
"SCG",0.55688622754491,0.111231143116083,0.824825474837098,0.375116523879298
"PLD",0.586640851887706,0.351184151491929,1.78767358605567,0.346262001674377
"BXP",0.586206896551724,0.314997624438368,2.01296058143601,0.176244164015216
"CME",0.564885496183206,0.231610796433025,1.38249211437533,0.270530911527628
"AVB",0.586073500967118,0.288098545766271,1.80620973726505,0.226960950611412
"AEP",0.609326424870466,0.193448837660231,1.69543878287184,0.161907324332413
"EL",0.563034188034188,0.262678839108865,1.54983122849769,0.238381481956773
"PPL",0.551690821256039,0.0754630894903842,0.651123780235892,0.337477789946273
"VTR",0.600904977375566,0.27795123139386,1.51029166175051,0.445318315131598
"CHRW",0.594412331406551,0.281004599669525,1.81740612662857,0.163296943617817
"EIX",0.582164328657315,0.143934104563674,1.10189197423747,0.211820200300051
"VNO",0.586507072905332,0.254390337602328,1.68175120805886,0.268910361155682
"TWX",0.590248962655602,0.242544707555516,1.39209673953833,0.261243758258837
"CI",0.595897435897436,0.439901150158169,2.55138755210775,0.1555915025978
"NEE",0.606941838649156,0.205424339724458,1.7308793210378,0.164242082430673
"D",0.586767895878525,0.201365482711773,1.91238663275378,0.0990749568303974
"EXC",0.530227948463826,0.0579209298039564,0.416172041375137,0.486725022118743
"PSA",0.609218436873748,0.332157241639021,2.27689745686765,0.20220600110126
"DUK",0.55435847208619,0.111155704833385,1.04130621325492,0.317834911955088
"SBUX",0.571428571428571,0.300437707893402,1.73165345153758,0.224286268865359
"MMC",0.581581581581582,0.226073648572027,1.81333162140135,0.144861426201264
"GRMN",0.562207670720299,0.303132509946624,1.55670203229477,0.303808750752013
"DGX",0.574447646493756,0.174281207201304,1.23250357381145,0.183505323264719
"GT",0.553831231813773,0.262408670664291,0.980579651009439,0.600301617667919
"SO",0.564862104187947,0.094212520465776,1.00038833026894,0.196533014064768
"BMS",0.580861244019139,0.230667984094243,1.69841368429543,0.233464188244952
"CELG",0.579533941236069,0.29473571580409,1.35939177948659,0.374296726935631
"AEE",0.564681724845996,0.15978097145966,1.30526228211466,0.233574234829099
"PFE",0.525900900900901,0.108903967933209,0.893039994097869,0.410468890872343
"AIV",0.581936685288641,0.373077664334464,2.13158555327341,0.166582677841495
"CNP",0.544582933844679,0.135845435664078,0.997544907763857,0.221890208031679
"AON",0.59126213592233,0.238957556401398,1.79578771355501,0.225197325894395
"FFIV",0.577348066298343,0.373585174247384,1.3008181651826,0.563014455274162
"MDT",0.566502463054187,0.157090542786581,1.07284933900986,0.228301258656678
"PRGO",0.590361445783133,0.316124796811873,1.41447089513754,0.418290543122575
"BIIB",0.589583333333333,0.306410992082707,1.3864114073576,0.412607688228571
"EQR",0.572368421052632,0.284948355882419,1.73471157397306,0.257048530840223
"PGR",0.550753768844221,0.179794884013775,1.27751142494764,0.24987955074405
"NKE",0.566768603465851,0.230856368398933,1.4161786587149,0.272937768650293
"PAYX",0.564748201438849,0.172016350832665,1.27206227306372,0.262758971046935
"JCI",0.562376237623762,0.197101503762831,1.21685194683881,0.259415235170728
"MON",0.572120038722168,0.308316127957616,1.73850977945032,0.269819715024495
"PNC",0.574488802336904,0.306972451504422,1.73252041749995,0.195379511548449
"XEL",0.577492596248766,0.178937184765403,1.69060563418169,0.10884760092403
"MO",0.587884806355511,0.128540447611117,1.20947349743051,0.226725000294373
"SNI",0.586653386454183,0.265318376579423,1.42696099476015,0.285083786648711
"HSY",0.569230769230769,0.184295879649588,1.32892325111471,0.268228306968391
"FOXA",0.546277665995976,0.260260809549421,1.31375158013617,0.452854612480076
"KEY",0.557377049180328,0.198860072318751,0.894260718098567,0.599221914140129
"ABT",0.54932502596054,0.118530401862695,0.90068965289071,0.211646702436042
"ALL",0.574093264248705,0.256215919207304,1.84642564262835,0.239150471666454
"ESS",0.60822722820764,0.264439929719584,1.84255289976272,0.29490435082424
"RSG",0.600764087870105,0.216379574484366,1.63568414578826,0.367032962090944
"MDLZ",0.542723004694836,0.151205158787096,1.10408881945948,0.165068691231543
"AFL",0.583333333333333,0.25243613090325,1.38330180322565,0.363040015961585
"AME",0.5800395256917,0.21653366073054,1.25887939877138,0.308695565795685
"CCI",0.567754698318497,0.221651988637579,1.52516415362932,0.312441908244187
"BSX",0.522994652406417,0.208194083131074,1.03334080801157,0.357464529917136
