"","WinTrade","AnnRetTrade","AnnSharpeTrade","MaxDDTrade"
"MAT",0.541748849441157,0.135643802856169,0.54825484752996,0.652606904439892
"MSI",0.535525543159131,0.256333605606713,1.29982448969049,0.274214387061579
"XL",0.550516647531573,0.240589997873523,1.12531272470227,0.270156772846004
"EW",0.542600896860987,0.253588709012195,0.905328418482302,0.55806265066677
"AMZN",0.542719614921781,0.424846941853167,1.50886876671967,0.317672808834127
"NWL",0.533893221355729,0.290580878689465,1.22183894125775,0.441516253996079
"ROP",0.554098360655738,0.272853067575721,1.41407355470194,0.25291298323938
"HCP",0.561318206374932,0.185227703393022,0.819978057701506,0.442180146730522
"BMY",0.542744656917885,0.19415130932757,0.911190760851454,0.381844423802517
"NFLX",0.56091148115688,0.709048554249118,2.03898312980374,0.364436274330855
"EMN",0.537062937062937,0.233781662000602,1.05592305598317,0.376679634106522
"IP",0.543250327653997,0.359337054112615,1.54316642569704,0.297412236930163
"AMGN",0.526139410187668,0.174193553166267,0.873273060846916,0.276565246384621
"HCN",0.560446373217607,0.201286950077109,1.07079726322515,0.317906863036911
"REGN",0.549270072992701,0.550554937445376,1.60519113817882,0.392842710283212
"DHR",0.526111111111111,0.260220205097931,1.01146140605054,0.274554423506919
"SCG",0.508495909376967,0.0598968756282195,0.372503237329197,0.419235271232082
"PLD",0.551155115511551,0.325520389044663,1.38091536111281,0.386175289145494
"BXP",0.538658146964856,0.220624560881495,1.23900632813234,0.241926381988863
"CME",0.532956685499058,0.265103728783448,1.33604621790933,0.344149976875724
"AVB",0.553216374269006,0.240549701851512,1.28730120646278,0.253227022122442
"AEP",0.561529271206691,0.168232230087962,1.18817413684477,0.17022782130365
"EL",0.528105482303956,0.195171733953285,0.94461402553984,0.372845819327317
"PPL",0.545866364665912,0.128980185147225,0.869480826464755,0.219005803528266
"VTR",0.568181818181818,0.182091014580984,0.825562560420797,0.492537185075946
"CHRW",0.540917005223447,0.118613315077587,0.593743472879997,0.32022353052419
"EIX",0.535516093229745,0.142095247395239,0.83865209392218,0.232311868847395
"VNO",0.534310850439883,0.205777495107963,1.07358570088336,0.284251376398924
"TWX",0.53978622327791,0.235361462981485,1.22767589751551,0.330902854756174
"CI",0.554735547355474,0.336897844159547,1.54027225121325,0.26394536015357
"NEE",0.565380493033226,0.243994600556484,1.60310291675826,0.139763612063515
"D",0.541344437834622,0.155335232148968,1.09540889954058,0.161052700284637
"EXC",0.517755681818182,0.0599195651681988,0.355510102783,0.459327289252235
"PSA",0.552262931034483,0.25567433528737,1.36840870974869,0.25774545507403
"DUK",0.539794260963725,0.131419225536172,0.931998012846339,0.230800154367552
"SBUX",0.543060498220641,0.299727179234792,1.40972238155984,0.297997830829207
"MMC",0.543325526932084,0.209374614519117,1.30999639917847,0.182771878567749
"GRMN",0.538716082064858,0.23433958454243,1.04096991542606,0.545905325795525
"DGX",0.534284147010422,0.15298308058082,0.802469587612532,0.266707918699196
"GT",0.542626011200996,0.349034921649631,1.08755433766279,0.494672218778482
"SO",0.535238095238095,0.0819933092152707,0.677818239404727,0.192954797992869
"BMS",0.526553672316384,0.12651379009935,0.712235519147177,0.243655914303355
"CELG",0.546015712682379,0.280970539548463,1.03822265787328,0.425943999581123
"AEE",0.548943270300334,0.210757467131239,1.28907620378632,0.200780287592589
"PFE",0.510985116938342,0.121341136583191,0.810926745433908,0.268445971775949
"AIV",0.553085047248471,0.325528690464216,1.46427778983197,0.267336980720351
"CNP",0.534629404617254,0.149067183601838,0.900564075168276,0.298415665612465
"AON",0.547315993359159,0.207814649316305,1.18455953594093,0.265703334140201
"FFIV",0.545928338762215,0.274538462626698,0.937040296171085,0.59841710912452
"MDT",0.538248337028825,0.18825110332587,1.00958783857614,0.291538906222757
"PRGO",0.534461152882206,0.201491252146135,0.772466411704323,0.712078861678254
"BIIB",0.51878707976269,0.202045547877458,0.735424449971335,0.710151276166062
"EQR",0.554758800521512,0.238094690731203,1.27247671298595,0.301501077769434
"PGR",0.546265328874025,0.247746308513122,1.44522652356039,0.221057457096444
"NKE",0.531043593130779,0.200084146366218,0.978627863827368,0.230140607359201
"PAYX",0.540570175438597,0.185579595190657,1.14750877963896,0.236266098409059
"JCI",0.533125487139517,0.189161452058123,1.0794924588547,0.265094409395263
"MON",0.524232633279483,0.177499611141465,1.04013967940526,0.224293099341093
"PNC",0.559451219512195,0.292518593388024,1.87119182781202,0.198450379563807
"XEL",0.554752640355753,0.164311482094547,1.14601057515805,0.146164500286505
"MO",0.559574468085106,0.230291116909643,1.52778862365398,0.203792531960631
"SNI",0.538778877887789,0.192000422093955,1.03388669007042,0.324455869072141
"HSY",0.523870146403565,0.198193380512663,1.2700453496434,0.182335600422174
"FOXA",0.522325189553496,0.228809345606816,1.03805939107362,0.554343777572928
"KEY",0.545774647887324,0.376363942596935,1.43610700420247,0.406365482974522
"ABT",0.52093023255814,0.1293775043247,0.770997245624347,0.349932898040838
"ALL",0.540523292916401,0.225261554191241,1.32277765948749,0.357541266225018
"ESS",0.546831183398766,0.22786502758321,1.20875698454271,0.397977378032417
"RSG",0.562938951917882,0.224790058669245,1.3907082400358,0.243423719725539
"MDLZ",0.521739130434783,0.114915259491125,0.663901054753595,0.327028680806338
"AFL",0.560709413369713,0.242168541944078,1.51293492645792,0.227297062254613
"AME",0.546311702717693,0.230486367708402,1.08399873230959,0.324883118969722
"CCI",0.540636042402827,0.207987650109022,1.32267612253576,0.201880276846997
"BSX",0.51491646778043,0.31795542625687,1.23677931563293,0.39845699551231
"SRE",0.548687089715536,0.178048751978907,1.13986257015127,0.211958188222824
"DTE",0.547606239913932,0.184157895110098,1.21437775629188,0.179286246244256
"MET",0.536918138041733,0.246070878890391,1.30269780020534,0.367705908894593
"NRG",0.515948963317384,0.190398837877443,0.743750650810139,0.583921661874307
"PBCT",0.54040404040404,0.133407334081771,0.722858095749607,0.286669483599714
"VFC",0.53125,0.209617179176398,1.07743726116059,0.389907361187146
"PNW",0.538777908343126,0.146367211943256,0.982662482320347,0.208958565663872
"WEC",0.556507766470273,0.188947958874844,1.22193443508008,0.200926989065842
"USB",0.554869684499314,0.250653679395619,1.67506700857168,0.141995106038364
"CMG",0.553530751708428,0.306192375226279,1.15309462245955,0.493146789948891
"GPC",0.535632183908046,0.160744518417589,0.879885401079827,0.392233798713294
"WMT",0.532851115129596,0.0679586330101342,0.465632964129947,0.401667847244805
"ED",0.5461233729485,0.127049190694381,0.915670723431274,0.214942187090778
"CINF",0.544598337950138,0.212914411248362,1.28727308685809,0.27822715431642
"ECL",0.540075309306078,0.169951646236171,0.965379445815123,0.303048258571424
"BBT",0.541871921182266,0.239829181212982,1.16835830384845,0.301724933253019
"UNM",0.541125541125541,0.2512848186939,1.18569647813676,0.319261008105741
"JNPR",0.559206023271732,0.166047065358884,0.598954137306531,0.651857627806682
"QCOM",0.532247964934252,0.143269348903716,0.644172171913319,0.352492983237538
"ICE",0.534301856335755,0.243665677996528,1.43862381252168,0.167238879281043
"XRAY",0.526102088167053,0.138774018274787,0.720217056634902,0.272227130830463
"NI",0.548977395048439,0.270530439520346,1.5313720734969,0.189179434108127
"MMM",0.550684931506849,0.211300834064987,1.27911290066871,0.271121755869586
"HRS",0.564673913043478,0.296593319918597,1.4015089497309,0.329654448125057
"CA",0.534765404183154,0.138940019702221,0.677861642317605,0.296976573033138
